org_list,0,1,total,prop_0,prop_1,diff
Paulus Aemylius,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Commodities and Exchange,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Commonweal,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Combination,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Permutation of Monies,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Praeemption,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Prerogative Royal,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Prerogatives,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Princes and Commonweals,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Privy Council,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Procuration,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Publique Vtility,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Commanders,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Ready Money,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Realme,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Register,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Religion,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Retailers,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Rouen and Calais,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Royal 2 ½,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Setting of the Price,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Silver Bullion,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Par of Exchange,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Plantation of Virginia,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Procurations or Commissions,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Publike Liberty,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Publique Vtility of the Kingdome,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Exchange of England,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Rates,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Realm &,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Rickx Doller,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the King of England,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
"the Seas, Merchants",1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Engrossing of Trade,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Equal Exchange,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Trade of Cloth,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the King's Seas,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Trade of Raw-,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Trade of the East-Indies,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Indians Manecas,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Importation and Consumption of Abundance,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Judgement and Experience of my Country Men,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Cinnamon,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Commodities of Holland,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Common Libertie,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Common Losse,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Caesar,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Consumption of foreign Commodities,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Currant Exchange,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Custom House,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Double Rider,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Drapery of foreign Nations,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the East-India Company,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the European World,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Exchange for Money,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
the Ilands of Melazo & Chius,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Bank of England,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Abstract,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
this Positive Exchange,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Barrel,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Basis,1,0,1,0.0008795074758135445,0.0,0.0008795074758135445
Tower,6,3,9,0.005277044854881266,0.004451038575667656,0.0008260062792136104
Commodity,11,6,17,0.009674582233948988,0.008902077151335312,0.000772505082613676
Commission,4,2,6,0.003518029903254178,0.002967359050445104,0.0005506708528090739
Clothiers,4,2,6,0.003518029903254178,0.002967359050445104,0.0005506708528090739
Neighbours,4,2,6,0.003518029903254178,0.002967359050445104,0.0005506708528090739
Preemption of Tin,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
Taker,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
Treatise,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
Gentleman,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
party & party,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
Banker,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
Compass,2,1,3,0.001759014951627089,0.001483679525222552,0.00027533542640453693
Company,3,2,5,0.002638522427440633,0.002967359050445104,-0.0003288366230044708
Manufacture,3,2,5,0.002638522427440633,0.002967359050445104,-0.0003288366230044708
Scrivener,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Passive,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
"Shearmen, Clothiers, Dyers",1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
"Money, Bullion",1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
"Breakers, Combers,",1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
London Merchant,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Material,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Recall Trade of Merchants,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Non-vſe,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Noblemen &,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Nutmegs 3 s,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Artificial,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
the The State,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Fuller,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Bullion and Dollars,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Fermer,1,1,2,0.0008795074758135445,0.001483679525222552,-0.0006041720494090075
Bullion,6,4,10,0.005277044854881266,0.005934718100890208,-0.0006576732460089416
Florence,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
bee,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
Downs,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
Magistrates,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
the West Indies,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
the Low-Exchange,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
Tobacco,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
the Royal Exchange,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
Parliament,2,2,4,0.001759014951627089,0.002967359050445104,-0.001208344098818015
Duchess,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Elephantike Body,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Sell,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Efficient,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Trade of Calicoes,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
"Cloth, Bays, Perpetuanoes",0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Importation of Silk,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the King and Commonwealth,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
"the Corn Trade, Tract",0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Flower de Luce,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Custom of Merchants,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Essay on the Police of Grain,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Essay on the Policy of Grain,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Banks and Bankers o● Christendom,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Trade of Bengal,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Accusation,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Bengall Silk,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Bank at Lions,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Authority,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the United Provinces of,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
gold & silver,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Balance of Trade,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Turkey Merchants,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Union with England,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Valuation of Moneys,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Value of Silver,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
"the angel, & was",0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the west Indies,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Philip de Valois,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Parity,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Praeemption of Tin,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Rent and Value of Land,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Prince's Valuation,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Rate,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Red Herrings,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Cobblers,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Coin of other Countries,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Common Trade,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Rule of exchange,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Equality and Equity,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
"the Realm, & the merchandizing exchange",0,1,1,0.0,0.001483679525222552,-0.001483679525222552
"Commodities, Trade",0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Sufferers,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Denier,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Stand,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Stock of Sheep,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Letters Patents,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Lender,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
First Period.—In 1350,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Monopolies,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Linen,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
"Money and Bullion, Enhancing of Silver",0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Money and Bullion,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Considerable Diminution,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Contingencies,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Contracts,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Variations,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Values of Gold,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
aequum & bonum,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Grower,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Foreign Manufactors,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Foreign Ware,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Transportation,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Monsieur Bodine,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Plare,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Subject,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Nullum,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Discourses,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Usury of Course,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Maxim,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Conquest,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Todde,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Douzaine,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Newfoundland Fish,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
The Fertility of France,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Three Distinction,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Silks,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Sight,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
General Rules,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Archduke of Burgundy,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Usance,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Bullion or Ryals of Plate,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Gain the Centre,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Bills of Entries,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Base Money,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the Bills of Entries,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Undoing,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Julius Caesar,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Husbandman,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
Toison,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
considerandus & inspiciendus,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
K. saint Lewis,0,1,1,0.0,0.001483679525222552,-0.001483679525222552
the King's Custom,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Spirit,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
the Baseness of this Manufacture,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Turkey Silk,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Farmers,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
the Merchant Stranger,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Foreign-Merchants,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Time,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Silk,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Markets,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Natural,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Portugal Sugars,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
Emperors,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
the Exportation of Woollen Manufactures,1,2,3,0.0008795074758135445,0.002967359050445104,-0.0020878515746315593
the Positive Exchange,4,4,8,0.003518029903254178,0.005934718100890208,-0.00241668819763603
West Indies Fleet,2,3,5,0.001759014951627089,0.004451038575667656,-0.002692023624040567
Misselden,2,3,5,0.001759014951627089,0.004451038575667656,-0.002692023624040567
Equin,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Sea-Coals,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Dropsy,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Pillory,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Quartfield,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Propriety,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Bankrupt,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Engrossers,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Intercourse,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Custom,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Coals,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Ships of War,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Sinews,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Ocean,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Merchant,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Subsistence,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Surfeit,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Lazy,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Fleets,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Lions,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Fishing Harbours,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Goldsmiths and Merchants,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Cicero,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Tumbrel,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Trader,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Basis of true valuation,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
labor,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
causeth us,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
the Bankrupt for Wares,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Foreigners,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Fair,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Beer and Ale,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Assertion,0,2,2,0.0,0.002967359050445104,-0.002967359050445104
Bankers,5,5,10,0.0043975373790677225,0.00741839762611276,-0.0030208602470450374
Coin,3,4,7,0.002638522427440633,0.005934718100890208,-0.0032961956734495748
Plate,3,4,7,0.002638522427440633,0.005934718100890208,-0.0032961956734495748
Pag,1,3,4,0.0008795074758135445,0.004451038575667656,-0.0035715310998541113
Credit,1,3,4,0.0008795074758135445,0.004451038575667656,-0.0035715310998541113
Christendom,2,4,6,0.001759014951627089,0.005934718100890208,-0.004175703149263119
Commodities of Trade,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
the Progress of Improvement,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
deliverer,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
Spherical,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
Monies,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
Bankerers,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
King's,0,3,3,0.0,0.004451038575667656,-0.004451038575667656
Clothier,5,6,11,0.0043975373790677225,0.008902077151335312,-0.004504539772267589
Errors,1,4,5,0.0008795074758135445,0.005934718100890208,-0.005055210625076663
Takers,1,4,5,0.0008795074758135445,0.005934718100890208,-0.005055210625076663
Currant Exchange,1,4,5,0.0008795074758135445,0.005934718100890208,-0.005055210625076663
Nations,11,10,21,0.009674582233948988,0.01483679525222552,-0.005162213018276532
the Public Measure,2,5,7,0.001759014951627089,0.00741839762611276,-0.0056593826744856714
"Commodities, & the",0,4,4,0.0,0.005934718100890208,-0.005934718100890208
Heart,0,4,4,0.0,0.005934718100890208,-0.005934718100890208
Monopoly,0,4,4,0.0,0.005934718100890208,-0.005934718100890208
Communibus,0,4,4,0.0,0.005934718100890208,-0.005934718100890208
Paradoxes,4,7,11,0.003518029903254178,0.010385756676557863,-0.006867726773303685
Mint,12,12,24,0.010554089709762533,0.017804154302670624,-0.007250064592908091
Cutcheneale,6,9,15,0.005277044854881266,0.013353115727002967,-0.0080760708721217
the Canker of England's,0,6,6,0.0,0.008902077151335312,-0.008902077151335312
Traffic,3,8,11,0.002638522427440633,0.011869436201780416,-0.009230913774339784
Trade,58,41,99,0.051011433597185574,0.06083086053412463,-0.009819426936939053
Positive Exchange,2,8,10,0.001759014951627089,0.011869436201780416,-0.010110421250153327
Commonwealth,8,12,20,0.007036059806508356,0.017804154302670624,-0.010768094496162268
Countries,11,18,29,0.009674582233948988,0.026706231454005934,-0.017031649220056948
Commodities,25,39,64,0.02198768689533861,0.057863501483679525,-0.03587581458834091
Exchange,97,109,206,0.0853122251539138,0.16172106824925817,-0.07640884309534436
